Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
duniadrama43,DuniaDrama,DuniaDrama,12,ID 7654503719668569108,Soft Cage: She Closed the Door,软笼：她关上了门,2026-06-23 16:24:51,40,315724,2452,40.9,是 / Yes,Family Feud、Reconciliation、Revenge,家庭恩怨、和解、复仇,"Evel Ashford, a wealthy heiress, marries Adrian, an ambitious commoner. He poisons her, controls her mind, and seizes her fortune. Pretending insane, Evel teams up with old love Simon to gather evidence. She exposes Adrian and his mistress Leah, tears off the fake marriage, regains everything, and takes charge of her life.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,13,ID 7649869639589221397,Stars Secret Keeper,明星秘密守护者,2026-06-11 04:42:33,62,339416,3870,64.5,是 / Yes,Superior and Inferior、Celebrity、Romantic Complications,强弱逆袭、名人、浪漫并发症,"Julian Thorne, a top Hollywood actor and wealthy heir, is cold and lonely, trapped by his controlling family. Aria Miller, a gifted photography student, becomes his assistant to save her family. She sees his true self through her lens; he secretly protects her from danger. As they fight his mother’s schemes and class barriers, they heal each other, break free from their chains, and find love in the light.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,14,ID 7648482998765278229,Istri kontrak sang taipan,,2026-06-07 11:01:17,58,828208,3820,63.7,是 / Yes,Married Life、Contract Lovers、Family Feud,婚姻生活、合约爱好者、家庭恩怨,"Willow, seorang gadis miskin yang tangguh dan terlilit utang, bertemu dengan Damian, seorang taipan kejam yang berkuasa. Sebuah pernikahan transaksional mengikat mereka. Di tengah kesalahpahaman, konflik keluarga yang sengit, dan rahasia tersembunyi, mereka saling jatuh cinta. Willow menemukan bahwa dia adalah ahli waris yang telah lama hilang dari klan kaya raya. Lily misterius yang telah dicari Damian ternyata adalah Willow sendiri. Cinta mereka akhirnya menang atas semua kesulitan.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,15,ID 7654581505649906709,Black Gold Rose: The Heir’s Forbidden Song,黑金玫瑰：继承者的禁歌,2026-06-23 21:26:44,40,189288,2384,39.7,是 / Yes,Business Competition、Workplace、Enemies to Lovers,商业竞赛、职场、从敌人到恋人,"Black heiress Alison was framed and exiled three years ago. Now she returns strongly, teams up with rival capital hunter Kyle, exposes her stepmother's conspiracy with external consortiums, seizes core port assets, settles old family scores. They guard family glory side by side amid love and hate, completing a dark gold counterattack.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,16,ID 7648495019644425232,Love Bites,爱咬,2026-06-07 11:48:09,60,2031656,3704,61.7,是 / Yes,Married Life、Fantasy、Enemies to Lovers,婚姻生活、奇幻、从敌人到恋人,"In a world where fruits live as people, a fable on a plate foretells all: Steak weds Egg; jealous Tomato is eaten. Kind Cherry, bullied by Durian and Pineapple, finds hope in Square Watermelon. She later marries the changed Durian, sparking Pineapple's fury. As Cherry's love redeems a family, a wedding knife is blocked by Durian. Three stories, one truth—sacrifice defines worth.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,17,ID 7654323011515978760,Midnight Elopement Ex Begs Return,午夜私奔前男友乞求归来,2026-06-23 04:43:21,40,316212,2537,42.3,是 / Yes,Childhood Sweethearts、Revenge、Family Feud,青梅竹马、复仇、家庭恩怨,"Waitress Evelyn is betrayed and humiliated by her fiancé Caleb, abandoned in the rain. Desperate, she reunites with childhood friend Dante, a mafia leader. Evelyn awakens to fight back, exposes the scumbag ex, joins Dante to defeat family plots and business traps. From a discarded nobody to a powerful winner, she gains true love and dignity.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,18,ID 7642248296563512328,Awakening the Day of Reckoning,觉醒清算之日,2026-05-22 01:47:35,35,811622,2169,36.1,是 / Yes,City、Superior and Inferior、Revenge,城市、强弱逆袭、复仇,Awakening the Day of Reckoning,,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,19,ID 7654323016259671047,My Grandpa's girlfriend Is a Dinosaur,我爷爷的女朋友是恐龙,2026-06-23 04:43:26,40,459170,2324,38.7,是 / Yes,City、Age Gap/Older Boyfriend、Family & Ethics,城市、年龄差距/年长的男朋友、家庭与道德,"78-year-old veteran Max falls for Luna, a half-human-high alien T-rex in his nursing home. Family resists, but her kindness wins them over. When criminals kidnap his grandson, the family rescues her. After awakening her powers, Luna is recalled to her home planet, and Max chooses to go with her.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,20,ID 7649890506696299540,Hidden Heiress & Secret Vow,隐藏的女继承人和秘密誓言,2026-06-11 06:03:05,60,346840,3696,61.6,是 / Yes,Contract Lovers、Married Life、Family Feud,合约爱好者、婚姻生活、家庭恩怨,"Anna, a struggling lawyer, signs a hidden marriage contract with cold-hearted tycoon heir Lucas to save her seriously ill mother. Caught in a brutal family power struggle, she faces plots from the stepmother, ex-fiancée and hidden schemers. From tentative suspicion and fierce rivalry, they join forces to expose dark family secrets. Breaking all shackles, they finally choose to walk side by side with independence.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,21,ID 7644465688865674256,Duke's Captive,公爵的俘虏,2026-06-04 12:07:29,23,208192,1346,22.4,是 / Yes,Reconciliation、Revenge、Vampire,和解、复仇、吸血鬼,"Betrayed and killed by the woman he loved in their past life, a vampire duke locks her in a cage of obsessive possession after they both wake up reborn—only to find that this time, she’s not his enemy, but his most dangerous weapon of revenge.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,22,ID 7650220543073883157,Love Beyond Deal,爱超越交易,2026-06-12 03:24:30,59,908184,3932,65.5,是 / Yes,Love After Marriage、Married Life、City,婚后的爱情、婚姻生活、城市,"Elena, a former brilliant ballerina reduced to a hotel pianist, signs a 6-month contract marriage with Sebastian, a cold and domineering tycoon, to cover her mother’s medical bills. Living together, they go from cautious testing to deep affection, facing family opposition, capital conspiracies and past traumas hand in hand. They save each other, grow together, and finally turn a fake marriage into a lifelong love.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,23,ID 7654503766759478293,Cold CEO: Sweet Fake Love,冷总裁：甜蜜的假爱,2026-06-23 16:24:49,40,315408,2359,39.3,是 / Yes,Family Feud、Married Life、Contract Lovers,家庭恩怨、婚姻生活、合约爱好者,"Mia, a humble waitress, signs a one-year fake marriage with cold tycoon Logan to redeem her late grandma’s pub. Facing rival’s schemes and family intrigues, she fights back bravely, rises from a contract wife to true love, breaks biases and wins her life.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,24,ID 7654323020193944583,Zombie Siege: The Last Immune,僵尸围攻：最后的免疫,2026-06-23 04:43:32,45,326523,3049,50.8,是 / Yes,Adventure、End-of-the-World、Childhood Sweethearts,冒险、世界末日、青梅竹马,"Three years after the Pale Dawn virus, lower-zone survivor Ava is betrayed and thrown onto a bait truck. When her blood reveals a rare stabilizing code, she joins Kane, an old classmate turned zombie king, to expose Ark City’s sacrifice system and Eden Core’s experiments. Together, they fight to build Dawn City, where no one’s life is decided by status.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,25,ID 7653466818488669201,Shadow Heiress: Hidden Truth,影子女继承人：隐藏的真相,2026-06-20 21:20:59,40,315653,2364,39.4,是 / Yes,Revenge、City、Mistaken Identities,复仇、城市、错误的身份,"Orphan Selene is taken to a manor by ambitious heir Damian, forced to impersonate missing heiress Eve due to their identical looks. With psychologist Noah’s secret help, she exposes plots of drugging, surveillance and identity forgery, fights back, regains her true identity and redeems herself.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,26,ID 7644468573410825233,Experiment Brother,实验兄弟,2026-06-05 15:00:28,25,238675,1471,24.5,是 / Yes,Adventure、Fantasy、Mistaken Identities,冒险、奇幻、错误的身份,"Zane, a mutant with a living mark, is rescued by his adoptive sister Lila. Her touch is the antidote to his poison and the key to his powers. Hunted by a mad scientist, they escape a collapsing alien lab. Lila’s blood awakens his space‑ripping and mind‑control abilities. They destroy the monster doctor, flee the self‑destructing base, and crash back to Earth—free at last, not as siblings, but as soulmates.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,27,ID 7654632665026728980,Throne Beneath Power and Lies,权力与谎言之下的王座,2026-06-24 00:45:17,40,280080,2302,38.4,是 / Yes,Workplace、Contract Lovers、Revenge,职场、合约爱好者、复仇,"Bankrupt heiress Evelyn, as an M&A consultant, signs a contract marriage with cold tycoon Alexander to uncover her family’s collapse plot. They test each other, seize power together, expose wealthy capital secrets and family traitors. From mutual use to side-by-side, they finally win back everything and gain true love.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,28,ID 7654131746962789377,Era Reset: Olympus Rises,时代重置：奥林巴斯崛起,2026-06-22 16:21:15,40,243180,2041,34.0,是 / Yes,Action、Fantasy,行动、奇幻,"Millennia ago, Olympian gods and Titans vanished into mortal lives after their great war. Now, Earth's dimensional imbalance triggers a 72-hour cosmic reset. Zeus and Athena lead the Order faction to protect humanity, while Cronus' Chaos Legion seeks to erase civilization and restore divine tyranny. The trickster Loki and his serpent Jörmungandr hold the fate of both worlds in this neon-lit urban apocalypse.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,29,ID 7651044475682296840,My 27-Year-old chaste CEO,我的27岁贞洁总裁,2026-06-14 08:40:56,28,795302,1952,32.5,是 / Yes,Romantic Complications、Contract Lovers、Family Feud,浪漫并发症、合约爱好者、家庭恩怨,"A penniless nursing student spent an unforgettable night with a reserved billionaire in a desperate bid to save her dying younger sister. She later became his maid, only to find that he would melt his icy heart and claim her for his own forever.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,30,ID 7642238891109667847,Ten Wrong Heir,十个错误的继承人,2026-05-21 23:20:24,25,777065,1361,22.7,是 / Yes,Lost Child、Family Feud、Family Disputes,丢失的孩子、家庭恩怨、家庭纠纷,"It tells the story of Anna Hart, the female protagonist, who was raised as an outsider by the Miller family for twenty years. When George fell critically ill, she was ruthlessly cast out by the family. Later, she unexpectedly learns that she is the true heir to the family. She then uncovers the truth behind her mother’s murder two decades ago, ultimately exacting revenge and vindicating her identity.",,否 / No,https://www.tiktok.com/@duniadrama43
duniadrama43,DuniaDrama,DuniaDrama,31,ID 7654503720579421204,"Harbour Secrets, Crown Cracks",港口秘密，皇冠裂缝,2026-06-23 16:24:51,40,174726,2421,40.4,是 / Yes,Family Feud、Redemption、Business Competition,家庭恩怨、赎回、商业竞赛,"Fallen PR expert Ivy gets entangled in Klein Shipping’s inheritance storm while probing her mother’s disappearance. Heir Lucas is trapped in scandals. Teaming up, they fight his scheming cousin, crooked lawyer and fake engagement plot. Uncovering decade-old forged trusts and dock bombing secrets, they tear open the cracks in the capital crown.",,否 / No,https://www.tiktok.com/@duniadrama43
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,1,ID 7655250959504839700,Noble Fall Forbidden Warmth,高贵的秋天 禁忌的温暖,2026-06-25 16:48:07,60,94896,3508,58.5,是 / Yes,Contract Lovers、Family Feud、Family Disputes,合约爱好者、家庭恩怨、家庭纠纷,"Sevillana, a wealthy lady, suffers unfair treatment from her selfish family. Her elder sister is ruined by a political marriage, which makes her distrust love deeply. After being betrayed by her boyfriend, she meets the seemingly poor Ash on a rainy night and signs a companionship contract with him. As they stay together, true love grows between them. Meanwhile, she fights against her greedy relatives who attempt to seize power. In fact, Ash is the heir of a top noble family. They overcome all difficulties and prejudices, and finally stay together happily.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,2,ID 7654183897706009620,Silent Stake: Hidden Truth,沉默的赌注：隐藏的真相,2026-06-22 19:45:26,40,129856,2404,40.1,是 / Yes,Enemies to Lovers、Family Feud、Business Competition,从敌人到恋人、家庭恩怨、商业竞赛,"Clair Winston, a fallen socialite, returns with a secret equity stake, disrupting a century-old merger between two powerful clans. Cold heir Adrian Blackwood initially sees her as a threat, yet they team up amid suspicion and tension. Together, they uncover truths behind a decade-old yacht blast, family bankruptcy, and hidden dark money. Amid fierce power struggles, identity twists and intense chemistry, they fight the mysterious Silent Stakeholder pulling all strings.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,3,ID 7654921224564560916,Gilded Bond: True Love,镀金债券：真爱,2026-06-24 19:26:42,40,335688,2490,41.5,是 / Yes,Contract Lovers、Family Feud、Romantic Complications,合约爱好者、家庭恩怨、浪漫并发症,"Tough jewelry designer Elena agrees to fake dating cold tycoon Lucas to pay her father’s debt. They grow from a contract to true love, facing rivals, family power struggles and business plots. Saving each other, they break wealthy chains and become each other’s only true love.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,4,ID 7655181304463741973,Gilded Gambit House of Plots,镀金棋局情节之屋,2026-06-25 12:15:53,40,98400,2365,39.4,是 / Yes,Business Competition、Family Feud、Ensemble Cast,商业竞赛、家庭恩怨、群像,"After the Kane patriarch falls into a coma without a will, a power struggle erupts. Second son Elias and youngest daughter Sophia unite against their ambitious elder brother, a Wall Street tycoon, and a family rival. They root out traitors, fend off capital attacks, settle feuds, and save the century-old empire.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,5,ID 7648116405712557077,Kissed You at the End of the Night,在深夜吻了你,2026-06-06 11:20:57,60,809753,3885,64.8,是 / Yes,Contract Lovers、Married Life、Family Feud,合约爱好者、婚姻生活、家庭恩怨,"Willow, a poor and resilient girl struggling with heavy debts, has a fateful encounter with Damian, a ruthless, powerful tycoon. A transactional marriage binds them together. Amid misunderstandings, fierce family conflicts, and hidden secrets, they gradually fall for each other. Willow discovers she’s the long-lost heir of a wealthy clan. What’s more, the mysterious Lily Damian has searched for for years turns out to be Willow herself. Their love finally triumphs over all hardships.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,6,ID 7646782155787342855,Stars Secret Keeper,明星秘密守护者,2026-06-05 13:13:39,62,315632,3870,64.5,是 / Yes,Romantic Complications、Celebrity、Superior and Inferior,浪漫并发症、名人、强弱逆袭,"Julian Thorne, a top Hollywood actor and wealthy heir, is cold and lonely, trapped by his controlling family. Aria Miller, a gifted photography student, becomes his assistant to save her family. She sees his true self through her lens; he secretly protects her from danger. As they fight his mother’s schemes and class barriers, they heal each other, break free from their chains, and find love in the light.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,7,ID 7655169257475281940,Moonlit Wolf’s Fated Love,月夜狼的命中注定的爱情,2026-06-25 11:28:36,40,91368,2443,40.7,是 / Yes,Werewolf、Romantic Complications、Mistaken Identities,狼人、浪漫并发症、错误的身份,"Healing girl Layla meets purebred wolf heir Kalen in forbidden forest. Fated love blooms across races. They fight wolf clan conflicts and villain plots. From distrust to devotion, they overcome barriers, save each other, and live a destined love.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,8,ID 7654921214071133205,Hidden Wolf Heiress’s Edge,隐狼女继承人的边缘,2026-06-24 19:26:46,40,324972,2390,39.8,是 / Yes,Werewolf、Contract Lovers、Adventure,狼人、合约爱好者、冒险,"Wealthy heiress Elena gets caught in an arms plot and meets hidden wolf prince Kane. Fleeing danger and faking marriage, they team up against villains, expose wolf gene experiments, survive betrayals and blood moon awakenings. Finally, they defeat foes, claim the throne and wed under the dark moon, guarding peace between humans and wolves.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,9,ID 7650072939324380168,My Contracted Billionaire,我的契约亿万富翁,2026-06-18 11:22:59,62,318816,3950,65.8,是 / Yes,Family Feud、Romantic Complications、Contract Lovers,家庭恩怨、浪漫并发症、合约爱好者,"A fake marriage romance about proud designer Lina Carter and controlling tycoon Ethan Blake, who enter a one year contract for money and status. What begins as a cold transaction turns into intense attraction, hidden obsession, and true love—until the controlling man falls hard for the woman he tried to own.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,10,ID 7654183866877924372,Midnight Elopement Ex Begs Return,午夜私奔前男友乞求归来,2026-06-22 19:44:27,40,177516,2537,42.3,是 / Yes,Revenge、Childhood Sweethearts、Family Feud,复仇、青梅竹马、家庭恩怨,"Waitress Evelyn is betrayed and humiliated by her fiancé Caleb, abandoned in the rain. Desperate, she reunites with childhood friend Dante, a mafia leader. Evelyn awakens to fight back, exposes the scumbag ex, joins Dante to defeat family plots and business traps. From a discarded nobody to a powerful winner, she gains true love and dignity.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,11,ID 7650072957359952904,Forced Wed to a Wealthy Magnate,被迫嫁给一个富有的大亨,2026-06-17 23:53:28,62,355767,3947,65.8,是 / Yes,Married Life、Mistaken Identities、Family Feud,婚姻生活、错误的身份、家庭恩怨,"Rumors spread that Elena was forced by her family to marry Adrian, a down-and-out heir, in her sister's place, while her sister took her seemingly wealthy fiancé for herself. After the marriage, she accidentally discovered that her husband was actually the ruler of a top-tier conglomerate. With her outstanding business talent, she helped him solidify his power and stage a remarkable comeback.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,12,ID 7654478043783762962,Black Gold Rose: The Heir’s Forbidden Song,黑金玫瑰：继承者的禁歌,2026-06-23 14:45:58,40,336106,2383,39.7,是 / Yes,Reconciliation、Business Competition、Family Feud,和解、商业竞赛、家庭恩怨,"Black heiress Alison was framed and exiled three years ago. Now she returns strongly, teams up with rival capital hunter Kyle, exposes her stepmother's conspiracy with external consortiums, seizes core port assets, settles old family scores. They guard family glory side by side amid love and hate, completing a dark gold counterattack.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,13,ID 7655251013976757269,Glass Estate Palpitation of Love,玻璃庄园爱情的心悸,2026-06-25 16:46:28,60,162860,3703,61.7,是 / Yes,Romantic Complications、Contract Lovers、Family Feud,浪漫并发症、合约爱好者、家庭恩怨,"Elena, an ordinary florist, meets Alexander, the heir of a wealthy family at a banquet. They start as fake lovers and gradually fall for each other. Faced with huge status gaps, strong family opposition and troubles from Alexander's ex-fiancée, the two experience many misunderstandings and hardships. Yet they stick to their love bravely. Eventually, they break through all obstacles, walk hand in hand into marriage, and live a sweet life in the glass estate.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,14,ID 7654853746421290000,Midnight Bond of Two Hearts,午夜两心的羁绊,2026-06-24 15:05:09,62,122433,4084,68.1,是 / Yes,Family Feud、Contract Lovers、Romantic Complications,家庭恩怨、合约爱好者、浪漫并发症,"Poor girl Sophie starts a dangerous contract with cold tycoon Leon. He dominates possessively while she teases back, drawing each other in. As his white light returns and dark plots unfold, they break free from control and temptation, falling from deal to true love in intense sweet tension.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,15,ID 7654415732939314183,Soft Cage: She Closed the Door,软笼：她关上了门,2026-06-23 10:45:16,40,128115,2452,40.9,是 / Yes,Family Feud、Reconciliation、Married Life,家庭恩怨、和解、婚姻生活,"Evel Ashford, a wealthy heiress, marries Adrian, an ambitious commoner. He poisons her, controls her mind, and seizes her fortune. Pretending insane, Evel teams up with old love Simon to gather evidence. She exposes Adrian and his mistress Leah, tears off the fake marriage, regains everything, and takes charge of her life.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,16,ID 7654916098466386960,Wealth Cage: Fatal Lie,财富笼：致命谎言,2026-06-24 19:06:40,40,127422,2403,40.0,是 / Yes,Family Disputes、Family Feud,家庭纠纷、家庭恩怨,"Financial investigator Elena probes a frozen billion-dollar trust, trapped in a fake heir scam. Teaming with rebellious heir Theo, she exposes identity fraud, uncovers money laundering plots, tears down the capital cage and ends the scheme.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,17,ID 7652714170932188161,Shadow Heiress: Hidden Truth,影子女继承人：隐藏的真相,2026-06-26 19:53:06,40,101685,2364,39.4,是 / Yes,Family Feud、Mistaken Identities、Revenge,家庭恩怨、错误的身份、复仇,"Orphan Selene is taken to a manor by ambitious heir Damian, forced to impersonate missing heiress Eve due to their identical looks. With psychologist Noah’s secret help, she exposes plots of drugging, surveillance and identity forgery, fights back, regains her true identity and redeems herself.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,18,ID 7654853749977928721,Urban Passion: Pure Love,都市激情：纯爱,2026-06-24 15:05:04,40,102474,2463,41.0,是 / Yes,City、Flipped、Love Life of Ordinary People,城市、翻转、普通人的爱情生活,"Independent café owner Emma meets talented ad creative director Lucas. From first spark to smooth teamwork, they share sweet moments, resolve misunderstandings and small conflicts. In a light urban comedy vibe, they fall in love, telling a warm sweet love story",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,19,ID 7631493210996560914,Experiment Brother,实验兄弟,2026-04-22 17:11:44,25,815850,1499,25.0,是 / Yes,Redemption、Fantasy、Adventure,赎回、奇幻、冒险,"Zane, a mutant with a living mark, is rescued by his adoptive sister Lila. Her touch is the antidote to his poison and the key to his powers. Hunted by a mad scientist, they escape a collapsing alien lab. Lila’s blood awakens his space‑ripping and mind‑control abilities. They destroy the monster doctor, flee the self‑destructing base, and crash back to Earth—free at last, not as siblings, but as soulmates.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,20,ID 7642589654734312455,kiss or kill,亲吻或杀死,2026-05-24 07:16:53,39,783428,2526,42.1,是 / Yes,Family Feud、Romantic Complications、Contract Lovers,家庭恩怨、浪漫并发症、合约爱好者,"A hitwoman is forced by a system to make her mafia target fall in love with her—only to discover he knew her true identity all along, and would rather tear the system apart than let her go.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,21,ID 7655181300995265556,Hidden Bodyguard Royal Gambit,隐藏保镖皇家策略,2026-06-25 12:14:56,40,64112,2372,39.5,是 / Yes,Contract Lovers、Family Feud、Business Competition,合约爱好者、家庭恩怨、商业竞赛,"Reclusive power leader Leon returns to the city and meets independent heiress Ella. They make a deal: Leon protects Ella as a bodyguard. Together they fight a greedy uncle, jealous rival and dark forces. Through business wars, plots and dangers, they fall in love, reveal their power, defeat enemies and embrace each other.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,22,ID 7628064997817521159,Awakening the Day of Reckoning,觉醒清算之日,2026-04-13 14:31:06,35,335114,2168,36.1,是 / Yes,Fantasy、Revenge,奇幻、复仇,Awakening the Day of Reckoning,,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,23,ID 7650343567600473109,My 27-Year-old chaste CEO,我的27岁贞洁总裁,2026-06-12 11:24:36,29,323622,2011,33.5,是 / Yes,Family & Ethics、Family Feud、Contract Lovers,家庭与道德、家庭恩怨、合约爱好者,"A penniless nursing student spent an unforgettable night with a reserved billionaire in a desperate bid to save her dying younger sister. She later became his maid, only to find that he would melt his icy heart and claim her for his own forever.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,24,ID 7647100679261180945,High Domain’s Fall,高域的陨落,2026-06-03 17:39:17,60,240876,3771,62.9,是 / Yes,Family Feud、Ensemble Cast、Business Competition,家庭恩怨、群像、商业竞赛,"When the head of a top tycoon suffers a sudden stroke, a power vacuum sparks fierce family infighting. Rebellious second son Leo, ruthless eldest daughter Catherine and weak youngest son Toby compete fiercely. Scheming C Monica seeks revenge in secret, while Wall Street vulture Simon eyes the empire. A deadly game of greed, betrayal and power unfolds, who will claim the ultimate domain in the end?",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,25,ID 7654410248601654279,Cold CEO: Sweet Fake Love,冷总裁：甜蜜的假爱,2026-06-23 10:23:59,40,134992,2359,39.3,是 / Yes,Contract Lovers、Family Feud、Married Life,合约爱好者、家庭恩怨、婚姻生活,"Mia, a humble waitress, signs a one-year fake marriage with cold tycoon Logan to redeem her late grandma’s pub. Facing rival’s schemes and family intrigues, she fights back bravely, rises from a contract wife to true love, breaks biases and wins her life.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,26,ID 7655181300047156245,Capital Empire True Rivals,首都帝国真正的对手,2026-06-25 12:15:32,40,271314,2346,39.1,是 / Yes,Enemies to Lovers、Family Feud、Business Competition,从敌人到恋人、家庭恩怨、商业竞赛,"Top heir Leon and rival Eve are tied by fate since youth. They compete fiercely in capital games while secretly protecting each other. Uncovering plots and family schemes, they turn rivals into lovers and build a new empire together.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,27,ID 7655181290114929685,Cold Legacy Deadly Pact,冰冷遗产致命契约,2026-06-25 12:14:59,40,50900,2277,38.0,是 / Yes,Family Feud、Revenge,家庭恩怨、复仇,"Poor heir Sevien's family is ruined by old tycoon West. Biding his time, he teams up with independent queen Ella and luxury tycoon, exposes offshore crimes, takes revenge, breaks monopoly, rebuilds order and rises from poverty.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,28,ID 7655181308771210261,Billionaire’s Pretense: Real Love,亿万富翁的伪装：真爱,2026-06-25 12:16:01,40,166208,2420,40.3,是 / Yes,Love After Marriage、Romantic Complications、Family Feud,婚后的爱情、浪漫并发症、家庭恩怨,"Poor painter Winnie is actually a hidden art top star. She marries into a wealthy family for debt, becoming a laughingstock. Cold tycoon Samuel pretends to love another, but secretly loves Winnie. They fake identities, clear enemies, and turn a contract into true love.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,29,ID 7654921181643953173,Throne of Nobles: The Prodigal’s Power,贵族王座：浪子的力量,2026-06-24 19:26:45,40,235198,2401,40.0,是 / Yes,Mistaken Identities、Political Intrigue、Family Feud,错误的身份、政治阴谋、家庭恩怨,"Playboy heir Ethan hides shrewdness behind a reckless facade. Scheming step by step, he teams with rivals, exposes family crimes, overthrows hidden masterminds, dismantles the old order, seizes the throne, and stages a disguised comeback in wealthy power struggles.",,否 / No,https://www.tiktok.com/@lovebiteshorts
